,Date,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits,3day_before_change
45,2020-07-02,30.21,30.74,29.91,30.01,30.01,1633900,0,0,1.0717857142857143
46,2020-07-01,28.62,30.22,28.5,29.8,29.8,1714500,0,0,
47,2020-06-30,28.19,28.86,27.89,28.62,28.62,1287000,0,0,
48,2020-06-29,29.05,29.05,27.5,28.0,28.0,1739500,0,0,0.9618687736173137
49,2020-06-26,29.01,30.31,28.88,29.11,29.11,4589900,0,0,0.9904729499829874
50,2020-06-25,29.06,29.52,28.31,28.95,28.95,1637400,0,0,
51,2020-06-24,29.0,30.0,28.32,28.86,28.86,2132100,0,0,
52,2020-06-23,31.0,31.32,28.78,29.39,29.39,5139300,0,0,0.9610856769130152
53,2020-06-22,30.27,31.28,29.23,30.83,30.83,4209100,0,0,
54,2020-06-19,32.69,32.69,30.14,30.58,30.58,2086100,0,0,1.0465434633812456
55,2020-06-18,28.93,31.0,28.82,31.0,31.0,2129300,0,0,
56,2020-06-17,29.3,29.49,28.17,28.8,28.8,2211000,0,0,
57,2020-06-16,27.55,29.23,27.15,29.22,29.22,2158000,0,0,1.179652805813484
58,2020-06-15,24.52,27.13,24.4,27.09,27.09,2012700,0,0,
59,2020-06-12,24.96,25.57,23.94,24.77,24.77,1294000,0,0,0.9266741488963711
60,2020-06-11,25.7,25.75,23.91,24.35,24.35,1509600,0,0,
61,2020-06-10,26.93,27.45,26.07,26.47,26.47,1534200,0,0,
62,2020-06-09,27.16,27.35,26.05,26.73,26.73,2429700,0,0,1.0175104682146936
63,2020-06-08,26.32,27.49,25.81,27.37,27.37,3160700,0,0,
64,2020-06-05,25.31,26.3,23.59,26.27,26.27,4652900,0,0,0.9453040662108673
65,2020-06-04,27.89,28.55,25.82,26.92,26.92,3086500,0,0,
66,2020-06-03,28.25,28.74,27.83,28.32,28.32,2058000,0,0,
67,2020-06-02,28.41,28.65,27.06,27.79,27.79,1474300,0,0,1.0467043314500941
68,2020-06-01,27.38,29.06,27.0,28.01,28.01,2409600,0,0,
69,2020-05-29,25.35,26.56,25.13,26.55,26.55,1379900,0,0,0.9973703981968445
70,2020-05-28,24.72,25.73,24.5,24.97,24.97,1709000,0,0,
71,2020-05-27,26.5,26.51,23.47,24.69,24.69,2302600,0,0,
72,2020-05-26,28.12,28.59,25.85,26.62,26.62,1733800,0,0,0.9548063127690101
73,2020-05-22,26.95,27.93,26.44,27.88,27.88,859200,0,0,1.07769617317356
74,2020-05-21,26.69,26.95,26.0,26.71,26.71,1139800,0,0,
75,2020-05-20,26.37,26.76,26.01,26.54,26.54,596600,0,0,
76,2020-05-19,24.8,26.15,24.66,25.87,25.87,681300,0,0,1.005832037325039
77,2020-05-18,26.65,26.65,24.6,24.82,24.82,805900,0,0,
78,2020-05-15,25.15,25.8,24.5,25.72,25.72,1105000,0,0,1.035010060362173
79,2020-05-14,23.71,25.62,23.53,25.27,25.27,890200,0,0,
80,2020-05-13,24.99,25.15,22.96,24.17,24.17,1050200,0,0,
81,2020-05-12,25.06,26.03,24.27,24.85,24.85,647000,0,0,1.0113960113960114
82,2020-05-11,24.4,25.16,24.1,24.91,24.91,844200,0,0,
83,2020-05-08,24.5,24.7,23.5,24.57,24.57,1063500,0,0,1.1535211267605634
84,2020-05-07,22.51,24.27,22.51,24.09,24.09,973600,0,0,
85,2020-05-06,21.49,22.5,21.41,22.09,22.09,939000,0,0,
86,2020-05-05,21.18,21.68,21.03,21.3,21.3,669400,0,0,1.0274963820549927
87,2020-05-04,20.47,21.16,20.13,20.8,20.8,669400,0,0,
88,2020-05-01,20.32,21.64,20.0,20.73,20.73,632400,0,0,0.9736965711601692
89,2020-04-30,21.25,21.68,20.58,21.11,21.11,1013100,0,0,
90,2020-04-29,21.61,21.98,21.38,21.5,21.5,755700,0,0,
91,2020-04-28,22.46,22.82,20.75,21.29,21.29,618800,0,0,0.9920782851817334
92,2020-04-27,21.73,22.5,21.73,22.16,22.16,540800,0,0,
93,2020-04-24,21.5,21.74,20.91,21.46,21.46,415300,0,0,1.0156176053005206
94,2020-04-23,21.06,22.1,21.05,21.45,21.45,802700,0,0,
95,2020-04-22,21.51,21.81,20.65,21.09,21.09,931500,0,0,
96,2020-04-21,21.02,21.78,20.46,21.13,21.13,968500,0,0,1.010521281683405
97,2020-04-20,20.52,22.09,20.14,21.62,21.62,1154900,0,0,
98,2020-04-17,20.0,20.94,19.83,20.91,20.91,1042100,0,0,1.0890625
99,2020-04-16,19.43,19.8,19.12,19.72,19.72,956400,0,0,
100,2020-04-15,18.47,19.56,18.22,19.39,19.39,1215400,0,0,
101,2020-04-14,19.43,19.48,18.68,19.2,19.2,1840200,0,0,1.0440456769983686
102,2020-04-13,18.39,19.16,18.1,19.12,19.12,1227200,0,0,
103,2020-04-09,18.29,19.27,18.07,18.39,18.39,1835000,0,0,1.0654692931633836
104,2020-04-08,16.95,18.25,16.71,18.13,18.13,2663800,0,0,
105,2020-04-07,18.0,18.0,15.93,16.63,16.63,1734300,0,0,
106,2020-04-06,15.85,17.43,15.6,17.26,17.26,2547100,0,0,1.1422898742554601
107,2020-04-03,15.84,15.84,14.7,15.11,15.11,2571900,0,0,0.8744212962962962
108,2020-04-02,16.11,16.15,15.0,15.89,15.89,2582600,0,0,
109,2020-04-01,16.74,17.15,15.65,16.04,16.04,2148300,0,0,
110,2020-03-31,16.95,17.73,16.82,17.28,17.28,1158500,0,0,1.0601226993865032
111,2020-03-30,16.18,17.18,16.0,17.03,17.03,1297500,0,0,
112,2020-03-27,17.83,17.83,15.71,16.3,16.3,1650000,0,0,0.9040488075429839
113,2020-03-26,18.57,19.21,17.9,18.4,18.4,1887200,0,0,
114,2020-03-25,18.07,18.9,17.99,18.35,18.35,2741200,0,0,
115,2020-03-24,18.75,19.14,17.74,18.03,18.03,1592200,0,0,0.945464079706345
116,2020-03-23,17.16,18.79,16.6,17.79,17.79,4163000,0,0,
117,2020-03-20,18.83,19.57,17.93,19.07,19.07,2661600,0,0,1.2764390896921018
118,2020-03-19,14.47,18.84,14.47,18.43,18.43,2433600,0,0,
119,2020-03-18,13.86,15.73,13.55,14.92,14.92,1139700,0,0,
120,2020-03-17,13.14,14.94,12.33,14.94,14.94,1148900,0,0,0.957078795643818
121,2020-03-16,13.12,14.34,12.63,12.87,12.87,1144500,0,0,
122,2020-03-13,16.37,16.76,13.75,15.61,15.61,1183200,0,0,0.8100674623767514
123,2020-03-12,16.67,17.69,15.23,15.77,15.77,1128500,0,0,
124,2020-03-11,18.7,18.85,17.97,18.1,18.1,918100,0,0,
125,2020-03-10,18.73,19.28,17.89,19.27,19.27,1229500,0,0,0.9836651352730985
126,2020-03-09,18.5,18.76,17.58,18.16,18.16,1016400,0,0,
127,2020-03-06,19.26,19.97,18.94,19.59,19.59,1147100,0,0,0.9785214785214785
128,2020-03-05,20.22,20.6,19.28,19.79,19.79,904000,0,0,
129,2020-03-04,20.48,21.02,19.62,20.7,20.7,774300,0,0,
130,2020-03-03,21.01,21.63,19.18,20.02,20.02,1035100,0,0,0.9718446601941747
131,2020-03-02,20.99,21.25,20.04,20.87,20.87,1336800,0,0,
132,2020-02-28,18.02,20.94,18.01,20.6,20.6,1830900,0,0,1.039354187689203
133,2020-02-27,19.11,19.31,17.98,18.59,18.59,1142300,0,0,
134,2020-02-26,19.85,20.32,19.39,19.5,19.5,771700,0,0,
135,2020-02-25,20.78,21.0,19.57,19.82,19.82,954900,0,0,0.9420152091254753
136,2020-02-24,20.16,20.84,19.15,20.6,20.6,1952400,0,0,
137,2020-02-21,21.16,21.33,20.63,21.04,21.04,1169500,0,0,0.9713758079409048
138,2020-02-20,22.16,22.53,21.17,21.3,21.3,1075300,0,0,
139,2020-02-19,21.75,22.76,21.72,21.99,21.99,1091400,0,0,
140,2020-02-18,21.3,21.73,21.18,21.66,21.66,594200,0,0,1.0169014084507042
141,2020-02-14,21.1,21.88,20.96,21.3,21.3,608300,0,0,0.9525939177101969
142,2020-02-13,21.89,22.11,21.01,21.07,21.07,869600,0,0,
143,2020-02-12,22.1,22.31,21.38,22.05,22.05,2067100,0,0,
144,2020-02-11,23.13,23.13,22.15,22.36,22.36,445200,0,0,0.9937777777777778
145,2020-02-10,22.47,23.12,21.86,22.89,22.89,827500,0,0,
146,2020-02-07,22.9,23.06,22.29,22.5,22.5,1039800,0,0,0.9347735770668882
147,2020-02-06,22.9,23.2,22.42,22.89,22.89,917800,0,0,
148,2020-02-05,24.36,24.36,22.71,22.91,22.91,482900,0,0,
149,2020-02-04,23.76,24.65,23.36,24.07,24.07,427400,0,0,1.0321612349914238
150,2020-02-03,23.39,23.66,22.98,23.48,23.48,350200,0,0,
151,2020-01-31,24.5,24.64,23.03,23.32,23.32,680700,0,0,0.9856297548605241
152,2020-01-30,24.13,24.65,23.9,24.61,24.61,302500,0,0,
153,2020-01-29,23.85,24.63,23.71,24.35,24.35,561000,0,0,
154,2020-01-28,23.22,23.83,23.01,23.66,23.66,418200,0,0,0.9974704890387859
155,2020-01-27,23.2,23.33,22.95,23.1,23.1,518800,0,0,
156,2020-01-24,24.72,24.72,23.34,23.72,23.72,754800,0,0,0.9579967689822293
157,2020-01-23,25.0,25.2,24.08,24.16,24.16,943500,0,0,
158,2020-01-22,24.76,25.79,24.75,25.38,25.38,519200,0,0,
159,2020-01-21,25.31,25.51,24.73,24.76,24.76,559100,0,0,0.9813713832738803
160,2020-01-17,25.5,25.88,25.21,25.23,25.23,517500,0,0,1.0210441116956697
161,2020-01-16,24.62,25.48,24.53,25.37,25.37,496500,0,0,
162,2020-01-15,24.69,25.14,24.33,24.42,24.42,531600,0,0,
163,2020-01-14,25.26,25.26,24.47,24.71,24.71,302700,0,0,1.020652622883106
164,2020-01-13,24.1,25.25,24.0,24.92,24.92,640000,0,0,
165,2020-01-10,24.81,25.0,24.17,24.21,24.21,474700,0,0,0.979368932038835
166,2020-01-09,25.49,25.49,24.17,24.65,24.65,850500,0,0,
167,2020-01-08,24.32,25.42,24.05,25.27,25.27,1134800,0,0,
168,2020-01-07,24.77,25.23,24.09,24.72,24.72,658300,0,0,1.0139458572600493
169,2020-01-06,24.12,24.89,24.01,24.64,24.64,565900,0,0,
170,2020-01-03,24.09,24.46,23.66,24.38,24.38,602700,0,0,1.042325780247969
171,2020-01-02,23.69,24.4,23.69,24.34,24.34,553700,0,0,
172,2019-12-31,23.42,23.7,23.18,23.39,23.39,585000,0,0,1.0034320034320034
173,2019-12-30,23.26,23.64,22.75,23.47,23.47,649200,0,0,
174,2019-12-27,23.94,24.04,23.18,23.31,23.31,703100,0,0,0.9806478754732856
175,2019-12-26,23.93,24.42,23.84,23.99,23.99,426000,0,0,
176,2019-12-24,23.66,24.1,23.52,23.77,23.77,315600,0,0,0.9643002028397566
177,2019-12-23,24.65,24.68,23.53,23.67,23.67,1003800,0,0,
178,2019-12-20,24.6,25.1,23.91,24.65,24.65,3613800,0,0,1.016914191419142
179,2019-12-19,24.63,25.22,24.5,24.6,24.6,898300,0,0,
180,2019-12-18,24.4,25.44,24.25,24.82,24.82,1270700,0,0,
181,2019-12-17,24.3,24.38,23.25,24.24,24.24,2178900,0,0,1.0498051104374186
182,2019-12-16,23.19,23.36,22.92,23.07,23.07,1098400,0,0,
183,2019-12-13,22.23,23.45,22.21,23.09,23.09,1071000,0,0,1.0244010647737356
184,2019-12-12,22.33,22.65,21.91,22.22,22.22,1177200,0,0,
185,2019-12-11,22.25,22.83,22.07,22.37,22.37,1258400,0,0,
186,2019-12-10,22.77,23.0,22.22,22.54,22.54,2351800,0,0,1.0334708849151766
187,2019-12-09,21.82,23.53,21.82,23.42,23.42,1661900,0,0,
188,2019-12-06,20.53,22.75,20.53,21.81,21.81,5167400,0,0,0.8532863849765259
189,2019-12-05,25.71,26.07,24.46,24.99,24.99,1406500,0,0,
190,2019-12-04,25.45,26.23,25.14,25.65,25.65,821800,0,0,
191,2019-12-03,23.57,25.64,22.91,25.56,25.56,1286600,0,0,0.9811900191938578
192,2019-12-02,26.15,26.15,24.3,24.39,24.39,1014100,0,0,
193,2019-11-29,25.84,26.37,25.78,26.05,26.05,237400,0,0,0.9763868065967017
194,2019-11-27,26.1,26.43,24.61,26.07,26.07,1149100,0,0,
195,2019-11-26,26.02,26.99,25.75,26.68,26.68,828500,0,0,0.9925595238095238
196,2019-11-25,27.1,27.45,26.1,26.28,26.28,729500,0,0,
197,2019-11-22,26.71,27.32,26.45,26.88,26.88,755700,0,0,1.0645544554455446
198,2019-11-21,26.78,27.84,26.05,26.36,26.36,1377800,0,0,
199,2019-11-20,25.35,26.24,24.95,26.02,26.02,1638300,0,0,
200,2019-11-19,24.32,25.35,23.95,25.25,25.25,1183800,0,0,1.0735544217687074
201,2019-11-18,23.39,25.0,23.05,24.22,24.22,1111700,0,0,
202,2019-11-15,22.58,23.83,22.33,23.52,23.52,609800,0,0,1.030674846625767
203,2019-11-14,22.03,22.64,21.96,22.33,22.33,418500,0,0,
204,2019-11-13,22.68,22.81,21.96,22.05,22.05,469300,0,0,
205,2019-11-12,22.37,22.99,22.36,22.82,22.82,516600,0,0,1.0214861235452104
206,2019-11-11,22.16,22.61,21.8,22.31,22.31,428000,0,0,
207,2019-11-08,22.38,22.66,21.72,22.34,22.34,618900,0,0,0.9621016365202412
208,2019-11-07,23.79,23.81,22.13,22.37,22.37,742300,0,0,
209,2019-11-06,23.22,23.96,22.78,23.7,23.7,604300,0,0,
210,2019-11-05,23.57,23.9,22.92,23.22,23.22,567700,0,0,1.0113240418118465
211,2019-11-04,23.06,23.63,23.03,23.5,23.5,490600,0,0,
212,2019-11-01,23.0,23.69,22.71,22.96,22.96,476500,0,0,1.019538188277087
213,2019-10-31,22.82,23.6,22.26,22.99,22.99,490300,0,0,
214,2019-10-30,22.56,23.23,21.8,22.88,22.88,982000,0,0,
215,2019-10-29,23.65,23.9,22.39,22.52,22.52,808800,0,0,0.9121101660591332
216,2019-10-28,24.83,24.9,23.39,23.43,23.43,843200,0,0,
217,2019-10-25,24.7,25.19,23.86,24.69,24.69,663100,0,0,1.0168863261943988
218,2019-10-24,23.9,25.8,23.82,24.62,24.62,1009600,0,0,
219,2019-10-23,24.0,24.66,23.48,23.62,23.62,1215200,0,0,
220,2019-10-22,24.98,25.09,24.1,24.28,24.28,1136200,0,0,0.9540275049115914
221,2019-10-21,25.29,25.62,23.77,24.92,24.92,1047600,0,0,
222,2019-10-18,26.2,26.28,24.77,25.45,25.45,1080000,0,0,0.9278162595698141
223,2019-10-17,26.67,26.92,26.01,26.51,26.51,844900,0,0,
224,2019-10-16,26.83,27.47,26.73,27.07,27.07,1116600,0,0,
225,2019-10-15,26.9,27.67,26.11,27.43,27.43,1415700,0,0,1.0513606745879647
226,2019-10-14,26.09,26.61,25.65,26.45,26.45,743000,0,0,
227,2019-10-11,26.11,26.92,25.99,26.09,26.09,814200,0,0,0.9886320575975748
228,2019-10-10,26.47,26.69,25.21,26.0,26.0,2110600,0,0,
229,2019-10-09,26.57,26.95,25.92,26.53,26.53,1962000,0,0,
230,2019-10-08,26.0,26.45,24.8,26.39,26.39,5957500,0,0,0.9527075812274368
231,2019-10-07,27.49,27.62,26.65,26.74,26.74,801000,0,0,
232,2019-10-04,27.8,28.11,27.4,27.7,27.7,280500,0,0,0.9805309734513274
233,2019-10-03,27.5,28.16,26.69,27.92,27.92,1337400,0,0,
234,2019-10-02,27.77,28.14,27.25,27.25,27.25,439000,0,0,
235,2019-10-01,28.2,29.21,27.81,28.25,28.25,326100,0,0,1.0003541076487252
236,2019-09-30,28.26,28.87,27.7,28.25,28.25,454000,0,0,
237,2019-09-27,29.99,30.0,27.89,28.24,28.24,487300,0,0,0.9737931034482759
238,2019-09-26,27.86,29.87,27.86,29.29,29.29,905200,0,0,
239,2019-09-25,28.81,29.02,27.71,28.15,28.15,755000,0,0,
240,2019-09-24,31.44,31.78,28.05,29.0,29.0,1144400,0,0,0.9747899159663865
241,2019-09-23,29.42,31.85,28.68,31.78,31.78,789800,0,0,
242,2019-09-20,29.81,30.36,29.15,29.75,29.75,665400,0,0,0.971269996735227
243,2019-09-19,30.31,30.64,28.85,29.28,29.28,353800,0,0,
244,2019-09-18,30.63,31.09,30.06,30.44,30.44,349300,0,0,
245,2019-09-17,30.75,31.32,30.22,30.63,30.63,273400,0,0,1.022704507512521
246,2019-09-16,29.43,31.31,29.29,30.69,30.69,371800,0,0,
247,2019-09-13,31.9,32.1,29.73,29.95,29.95,567500,0,0,1.0910746812386156
248,2019-09-12,31.35,32.54,30.47,31.35,31.35,745900,0,0,
249,2019-09-11,27.5,31.5,27.48,31.47,31.47,1589600,0,0,
250,2019-09-10,28.42,29.25,26.98,27.45,27.45,1704600,0,0,0.8453957499230058
251,2019-09-09,32.7,33.11,27.82,28.25,28.25,2372800,0,0,
252,2019-09-06,33.95,34.89,31.89,32.47,32.47,3206000,0,0,0.8642533936651583
253,2019-09-05,38.56,38.85,36.28,36.6,36.6,1372300,0,0,
254,2019-09-04,37.54,38.71,37.51,38.04,38.04,692800,0,0,
255,2019-09-03,38.65,39.58,37.39,37.57,37.57,1712300,0,0,0.9567099567099566
256,2019-08-30,39.0,39.56,38.11,39.27,39.27,1386600,0,0,1.1055743243243243
257,2019-08-29,36.37,38.97,36.3,38.41,38.41,766500,0,0,
258,2019-08-28,35.5,36.1,35.06,35.95,35.95,291700,0,0,
259,2019-08-27,35.76,36.38,35.2,35.52,35.52,310500,0,0,1.0189328743545611
260,2019-08-26,35.04,35.99,34.91,35.6,35.6,368600,0,0,
261,2019-08-23,35.68,35.95,34.72,34.86,34.86,243800,0,0,1.0104347826086957
262,2019-08-22,35.19,35.96,34.51,35.82,35.82,435200,0,0,
263,2019-08-21,34.58,36.43,34.5,35.03,35.03,310100,0,0,
264,2019-08-20,35.14,35.26,33.85,34.5,34.5,604600,0,0,0.9948096885813149
265,2019-08-19,35.0,35.88,33.28,35.42,35.42,604300,0,0,
266,2019-08-16,33.96,36.6,33.88,34.68,34.68,747800,0,0,0.9580110497237568
267,2019-08-15,35.81,35.81,33.25,33.75,33.75,1025800,0,0,
268,2019-08-14,36.48,37.21,34.85,35.75,35.75,567000,0,0,
269,2019-08-13,36.02,36.84,34.75,36.2,36.2,648900,0,0,0.9627659574468086
270,2019-08-12,37.42,37.44,36.17,36.56,36.56,367900,0,0,
271,2019-08-09,39.99,40.56,37.05,37.6,37.6,428000,0,0,1.018970189701897
272,2019-08-08,38.04,40.11,38.04,40.07,40.07,795700,0,0,
273,2019-08-07,36.29,37.85,35.9,37.59,37.59,200900,0,0,
274,2019-08-06,38.76,39.19,36.35,36.9,36.9,669100,0,0,0.9358356581283287
275,2019-08-05,38.1,39.31,36.31,37.61,37.61,824600,0,0,
276,2019-08-02,41.57,41.57,39.3,39.43,39.43,613900,0,0,0.8770017793594306
277,2019-08-01,43.9,44.18,41.17,41.7,41.7,496800,0,0,
278,2019-07-31,44.77,45.06,43.01,44.2,44.2,474300,0,0,
279,2019-07-30,43.36,45.12,42.72,44.96,44.96,295900,0,0,0.9842381786339756
280,2019-07-29,45.67,45.68,43.18,44.05,44.05,490300,0,0,
281,2019-07-26,43.73,45.99,43.34,45.68,45.68,419800,0,0,1.0346545866364667
282,2019-07-25,44.66,44.93,43.22,43.5,43.5,440400,0,0,
283,2019-07-24,44.6,45.43,43.07,44.94,44.94,642100,0,0,
284,2019-07-23,46.8,47.19,43.7,44.15,44.15,1252500,0,0,0.9537697126809246
285,2019-07-22,46.58,48.73,46.05,46.65,46.65,576000,0,0,
286,2019-07-19,45.18,47.55,45.05,46.29,46.29,735400,0,0,0.953646477132262
287,2019-07-18,47.6,47.61,44.91,44.91,44.91,660600,0,0,
288,2019-07-17,48.5,48.88,46.68,47.69,47.69,605400,0,0,
289,2019-07-16,49.56,49.69,47.92,48.54,48.54,400400,0,0,0.9991766158913133
290,2019-07-15,49.44,50.36,49.01,49.65,49.65,598300,0,0,
291,2019-07-12,49.04,49.04,47.25,48.58,48.58,816600,0,0,0.9774647887323943
292,2019-07-11,50.66,50.76,48.3,49.4,49.4,621800,0,0,
293,2019-07-10,50.79,51.88,48.99,50.52,50.52,574600,0,0,
294,2019-07-09,47.5,49.7,47.33,49.7,49.7,476300,0,0,1.0421472006710004
295,2019-07-08,47.62,47.93,46.54,47.68,47.68,579900,0,0,
296,2019-07-05,46.83,47.81,46.5,47.69,47.69,350300,0,0,1.0309122351923907
297,2019-07-03,46.72,47.95,46.31,47.03,47.03,321600,0,0,
298,2019-07-02,45.83,46.54,44.5,46.26,46.26,660700,0,0,0.9832093517534538
299,2019-07-01,48.0,48.74,44.7,46.08,46.08,842200,0,0,
300,2019-06-28,48.12,48.8,45.91,47.05,47.05,1217800,0,0,0.9901094276094274
301,2019-06-27,46.53,48.43,45.29,47.78,47.78,1103400,0,0,
302,2019-06-26,48.0,49.76,46.06,46.48,46.48,913200,0,0,
303,2019-06-25,49.31,50.2,47.14,47.52,47.52,693600,0,0,0.8897210260250891
304,2019-06-24,53.51,53.56,47.56,49.28,49.28,988800,0,0,
305,2019-06-21,53.46,54.75,52.76,53.41,53.41,908600,0,0,0.9808999081726353
306,2019-06-20,54.34,54.69,52.99,53.79,53.79,456600,0,0,
307,2019-06-19,54.41,54.87,52.54,54.36,54.36,409200,0,0,
308,2019-06-18,55.59,57.27,54.02,54.45,54.45,405200,0,0,0.949102318284818
309,2019-06-17,58.1,59.82,54.02,55.27,55.27,568400,0,0,
310,2019-06-14,54.46,57.37,53.18,57.37,57.37,414300,0,0,1.1419187898089171
311,2019-06-13,56.11,56.67,53.43,54.1,54.1,461600,0,0,
312,2019-06-12,50.0,55.67,50.0,55.31,55.31,661500,0,0,
313,2019-06-11,50.3,50.66,49.01,50.24,50.24,365800,0,0,1.027402862985685
314,2019-06-10,51.17,52.95,49.01,49.85,49.85,714100,0,0,
315,2019-06-07,50.0,55.29,46.0,48.9,48.9,2195000,0,0,1.0949395432154054
316,2019-06-06,47.07,48.18,44.55,47.56,47.56,1017700,0,0,
317,2019-06-05,45.55,48.88,44.71,47.58,47.58,582600,0,0,
318,2019-06-04,47.46,48.02,43.77,44.66,44.66,861000,0,0,0.8688715953307392
319,2019-06-03,51.04,51.35,45.15,46.21,46.21,698600,0,0,
320,2019-05-31,51.22,51.92,49.99,51.4,51.4,234400,0,0,0.9794207317073171
321,2019-05-30,52.08,53.99,51.49,51.81,51.81,187700,0,0,
322,2019-05-29,51.77,52.0,49.5,51.9,51.9,282100,0,0,
323,2019-05-28,53.21,54.0,52.28,52.48,52.48,122400,0,0,0.9862807742905468
324,2019-05-24,52.47,53.9,52.17,53.21,53.21,131800,0,0,0.9697466739566248
325,2019-05-23,53.5,54.11,50.62,51.98,51.98,339400,0,0,
326,2019-05-22,54.67,55.22,53.87,53.99,53.99,137500,0,0,
327,2019-05-21,55.79,56.99,53.9,54.87,54.87,339700,0,0,1.0032912781130006
328,2019-05-20,54.51,58.63,53.83,55.06,55.06,428100,0,0,
329,2019-05-17,55.0,56.63,53.75,54.69,54.69,298900,0,0,1.0399315459212777
330,2019-05-16,53.68,58.96,53.5,55.64,55.64,641700,0,0,
331,2019-05-15,52.28,53.98,51.65,53.45,53.45,263700,0,0,
332,2019-05-14,50.31,54.57,50.01,52.59,52.59,437900,0,0,1.0148591277499035
333,2019-05-13,50.98,51.55,48.12,49.45,49.45,542900,0,0,
334,2019-05-10,49.45,52.13,48.18,51.82,51.82,378800,0,0,1.056688417618271
335,2019-05-09,48.96,49.81,47.5,49.23,49.23,189600,0,0,
336,2019-05-08,49.49,50.42,49.08,49.08,49.08,270600,0,0,
337,2019-05-07,49.0,50.47,48.08,49.04,49.04,491800,0,0,1.056896551724138
338,2019-05-06,44.8,49.77,44.8,49.04,49.04,546400,0,0,
339,2019-05-03,46.12,48.13,46.06,46.4,46.4,293300,0,0,0.9893390191897654
340,2019-05-02,46.29,46.65,44.3,45.74,45.74,517000,0,0,
341,2019-05-01,47.15,48.4,46.74,46.82,46.82,518700,0,0,
